"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht definiere ich als";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland, in dem ich Standard-Arbeitsanweisungen oder Muster-Algorithmen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine rettungsdienstliche Beschäftigung beträgt...";"5. Meine rettungsdienstliche Tätigkeit beträgt...";"6. Ich gehöre zu einer der folgenden Berufsgruppen:";"7. In der Regel werden im bundesdeutschen Rettungsdienst Standard-Arbeitsanweisungen bzw. Muster-Algorithmen beschrieben und zur Anwendung vorgegeben.  Wie sehr setzten Sie diese genau so (1:1) in realen Einsatzsituationen um?";"8. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen nicht genau so (1:1) umsetzen?";"9. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hinderlich?";"10. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen genau so (1:1) umsetzen?";"11. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hilfreich?";"12. Was ist Ihnen in Bezug zu der Umsetzung von Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen noch wichtig mitzuteilen?";
"81185857";"398a014";"06.03.2021 23:56";"06.03.2021 23:57";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81187981";"662d448";"07.03.2021 08:37";"07.03.2021 08:39";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"81188949";"909a890";"07.03.2021 10:30";"07.03.2021 10:31";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81188983";"79f16c7";"07.03.2021 10:33";"07.03.2021 10:34";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81189070";"1e80a0b";"07.03.2021 10:38";"07.03.2021 11:00";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"80";"Die Fülle aller Einsatzsituationen ist komplexer, als dass sie durch ein knappes Standartkompendium abgedeckt werden könnte. , Zusätzlich sind die Ressourcen Zeit und Manpower oftmals in den SAAs nicht hinreichend realitätsnah berücksichtigt, sodass von ihnen abgewichen werden muss, um auf Rücksicht auf individuell für jeden Einsatz formierte Gütekriterien zielorientiert arbeiten zu können.";"SAAs sind unglaublich starr und finden sich oftmals in redundanten Schleifen wieder. Sie beziehen sich quasi immer auf eine eindeutige und bekannte Faktenlage die so im rettungsdienstlichen Alltag leider nur selten vorliegt.";"Ein eindeutigen und oftmals eher einfacheren Einsatzsituationen. Wichtig ist auch, dass der/die Teampartner in gleicher Weise dran interessiert ist/sind, die SAAs anzuwenden bzw. umzusetzen.";"Eine feste Verankerung im einsatztaktischen Denken aller Teammitglieder sowie ein wenig komplexes Einsatzgeschehen, auf welches sie eine entsprechende SAA  problemlos anwenden ließ.";"Rettungsdienstliche Arbeit ist und bliebt ein Flickenteppich im Bezug auf Ausstattung, Material, Qualifikation etc. Eine SAA oder ein Standartalgorhythmus kann nur soweit funktionieren wie alle die sie/ihn anwenden, auf die gleichen Voraussetzungen zurückgreifen können. , Grade SAAs bilden die (Lehr-)Meinung einer einzigen Person ab und sollten somit trotz ihrer gewissen Verbindlichkeit für die eigene Arbeit immer kritisch hinterfragt werden.";
"81189081";"eb4f81c";"07.03.2021 10:38";"07.03.2021 10:45";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Initiale Medikamentendosis des Algorithmus viel zu gering";"Körpergewicht des Patienten, mentaler Zustand des Patienten";"In nahezu allen";"Patienten, die die „kurze Vorbereitung“ (im Sinne von Aufklärung, Abfragen der Kontraindikationen etc) mitmachen. , Ebenso hilfreich ist die jährliche Überprüfung und Fortbildung zum aufrecht erhalten des Wissens über Algorithmen, die nicht beinahe täglich bzw. regelmäßig Anwendung finden";"Es gibt gute Algorithmen, gerade in Hessen., Ein wenig mehr Freiraum wäre dennoch wünschenswert., An anderen Stellen fehlt eine Begrenzung (beispielsweise Ebrantilgabe... die Gabe von 5 mg wird (wenn sie indiziert ist) so oft wiederholt, bis der RR bei syst. unter 220 mmHg liegt. Mir stehen auf dem Fahrzeug 100mg Ebrantil zur Verfügung, so weit würde ich dieses Spielchen nicht treiben wollen.";
"81189666";"32175c4";"07.03.2021 11:20";"07.03.2021 11:27";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"In zeitkritischen Einsatzsituationen.";"Geforderte parallele digitale Dokumentation!, Beifahrer kannte den Algo nicht!";"2c  Massnahmren Unkritische Patienten.";"Ausbildung, Unterstützung durch Teampartner";"Sollten nicht bis ins letzte Detail geregelt werden!";
"81190191";"efd4718";"07.03.2021 11:53";"07.03.2021 11:56";"teilgenommen und beendet";"männlich";"zwischen 18 und 20";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"90";"In wenigen";"Tatsächlich Kollegen die vorher RA waren. Wenn man mit Algorithmen arbeiten möchte kommt man verpönt rüber.";"In typischen Notfall Bildern";"Checklisten";"";
"81191876";"c105797";"07.03.2021 13:18";"07.03.2021 13:18";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81191884";"5a39b27";"07.03.2021 13:18";"07.03.2021 13:19";"teilgenommen, aber noch nicht beendet";"";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81192993";"fbb889e";"07.03.2021 14:15";"07.03.2021 14:18";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Keine";"Kollegen mit Vorbehalten nicht eindeutige Rechtslage";"Schmerzen nach Trauma, Hypertonie , Hypoglykämie,, Lungenödem , Reanimation,";"Eigener Mut, Unterstützung durch ÄLRD";"";
"81194046";"c92f89e";"07.03.2021 15:09";"07.03.2021 15:10";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"";"";"";"";"";
"81194401";"c599a78";"07.03.2021 15:29";"07.03.2021 15:39";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Bisher habe ich zum Glück immer leitlinienkonforme SOP/SAA seitens des ÄLRD bekommen, kenne jedoch auch andere Fälle.";"Nötiges Material/Medikamente teils nicht auf den Fahrzeugen verlostet.";"In diversen Situationen. Ich arbeite grundsätzlich nach SOP/SAA sofern diese nicht dem anerkannten Standard/Leitlinien widersprechen.";"Angemessene Schulung auf die vorhandenen SOP/SAA.";"Die Umsetzung von SOP/SAA setzt voraus, dass die KollegInnen entsprechend geschult werden, auf angemessene Fortbildung geachtet wird und nicht zuletzt, dass Gefühl, dass man nicht seitens des ÄLRD versucht sie reinzulegen.";
"81194428";"b259cee";"07.03.2021 15:29";"07.03.2021 15:39";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"Psychische Ausnahmezustände,, Einige kindernotfälle,, Sehr unübersichtliche Einsatzstellen";"Einsatzdynamik die nicht festgeschrieben werden kann, absolute Vorgaben die nur als handlungshifen beachtet werden können, regionale Besonderheiten bei der Zertifizierung durch ÄLRD, Trägheit der Organisation bei der Umsetzung neuster Erkenntnisse und Möglichkeiten, Trägheit der Beschäftigten beim erlernen bzw erhalten der Kenntnisse, fehlende oder falsche Weitergabe an Azubis und Praktikanten";"Keine 1:1 aber generell ist/sind das/die  Muster eine gute stütze als roter Faden im Einsatzsituation die evtl etwas unklar ist bzw erscheint";"'Novellierung des Berufs' mit dem NotSan, aufbrechen der altersstrukturen in den Organisationen";"";
"81194528";"cdfd487";"07.03.2021 15:36";"07.03.2021 15:37";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81194566";"03cd6df";"07.03.2021 15:38";"07.03.2021 15:38";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81194579";"9b72fd0";"07.03.2021 15:39";"07.03.2021 15:39";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81195055";"c6d9dd7";"07.03.2021 16:02";"07.03.2021 16:08";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"50";"Trauma, Analgesie";"Dass manche Ärzte mitgewirkt haben die keine Ahnung vom RD haben.";"Komischerweise keine. Sie dienen aber als guten anhalt.";"Das auswendig lernen zum Beispiel von Indikation und kontraindikation";"Eine bessere Digitalisierung";
"81195132";"662eb2d";"07.03.2021 16:06";"07.03.2021 16:07";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81195186";"44ec5ca";"07.03.2021 16:09";"07.03.2021 16:10";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81195304";"e80340c";"07.03.2021 16:15";"07.03.2021 16:17";"teilgenommen und beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Vermischung verschiedener Algorithmen.";"?";"In den meisten";"Langjährige Erfahrungen der mitarbeitenden Notärzte";"";
"81195319";"f42fb0e";"07.03.2021 16:16";"07.03.2021 16:17";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"";"";"";"";"";
"81195765";"33bfa83";"07.03.2021 16:39";"07.03.2021 16:43";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Bradycardie, Einsätze abseits der norm (80%)";"Faktor Mensch";"Standart (Acs,apoplex,rea,Lungenödem)";"Einfache klare Krankheitsbild ohne sonderfaktoren";"";
"81195852";"6a47b9c";"07.03.2021 16:42";"07.03.2021 16:51";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"10";"Transportverweigerung, Reanimation, insulte";"Nicht durchdacht, zu steif, sehr theoretisch gehalten, keine Sonderfälle";"Schmerzen";"Wenig";"Der Drang alles zu standartisieren geht in die falsche Richtung., Klar, der Notarzt soll mittelfristg abgeschafft werden, aber wir müssen den Amis ja nicht auch die schlechten Sachen nachmachen., Der RD-Mitarbeiter braucht eine gewisse therapeutische Freiheit, ähnlich den Ärzten und die unabdingbare Akzeptanz einer gewissen Fehlerquote., Sonst haben wir auch rechtlich amerikanische Verhältnisse.. Dann können wir Medizin auch einem Affen beibringen.";
"81196013";"c82ad04";"07.03.2021 16:48";"07.03.2021 16:51";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81196126";"41c7c1e";"07.03.2021 16:56";"07.03.2021 16:57";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81196174";"7d004a6";"07.03.2021 16:58";"07.03.2021 17:09";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"Fehlende oder falsche Informationen in der Anamnese,Verweigerung des Pat. zur Durchführung erforderlicher Maßnahmen.";"Hindernisse bei der Erhebung bzw. Erstellung einer Arbeitsdiagnose., Eigene Einschätzungen.";"Reanimationen, Polytraumaversorgung, bewußtloser Pat..";"Bewußtloser Pat., keine Öffentlichkeit.";"M.E. können sie als Hilfsmittel gut sein, sollten aber nicht das Selbstständige Denken ersetzen. , Jeder Pat.und jede Situation ist anders und damit ist es schwer Allgemeingültigkeit herzustellen.";
"81196454";"a9a97cc";"07.03.2021 17:13";"07.03.2021 17:13";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"Verschiedene Algorithmen sind durch ÄLRD abgewandelt bzw. Werden anders umgesetzt";"S.o.";"";"";"";
"81197056";"a5ee60c";"07.03.2021 17:37";"07.03.2021 17:38";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81199144";"32dba86";"07.03.2021 18:54";"07.03.2021 18:55";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81199267";"0d4583a";"07.03.2021 19:00";"07.03.2021 19:03";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"10";"Bagatellverletzungen, Hilope, Altenheimpatienten";"Zu hoher Aufwand bei Alltagseinsätzen";"Reanimation, Polytrauma";"Hohe Kritizität";"";
"81200512";"6165aad";"07.03.2021 19:55";"07.03.2021 20:12";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Manchmal passt der Patient oder die Situation nicht zum Algorithmus.";"Compliance von Kollegen, Patienten, Angehörigen, Äußere Umstände: Wetter, Licht, Wärme";"Standard-Einsatzsituationen";"Compliance";"Einsätze sind eher gleich als verschieden. , Seltenes passiert selten, häufiges passiert häufig.";
"81200513";"540fe6c";"07.03.2021 19:56";"07.03.2021 19:57";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81200697";"e28f3b4";"07.03.2021 20:05";"07.03.2021 20:05";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"40";"";"";"";"";"";
"81201049";"73e4b38";"07.03.2021 20:22";"07.03.2021 20:23";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"10";"";"";"";"";"";
"81201238";"9ab1311";"07.03.2021 20:29";"07.03.2021 20:34";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Vorallem, wenn 'klinisch' offensichtlich ist, dass eine Intervention nötig ist, es die eigentlichen SAA laut Standard nicht vorsehen.";"Strenge Vorschriften von banalen Zahlenwerten meist ohne Hinblick auf die Klinik des Patienten";"Analgesie";"Ehr hilfreich als 'Leitfaden' ...";"";
"81201581";"a3b216a";"07.03.2021 20:45";"07.03.2021 20:46";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81201609";"ecdb934";"07.03.2021 20:47";"07.03.2021 20:47";"teilgenommen, aber noch nicht beendet";"";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81201655";"3e2f0cb";"07.03.2021 20:49";"07.03.2021 20:50";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"";"";"";"";"";
"81201888";"c5a2306";"07.03.2021 20:59";"07.03.2021 21:00";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"";"";"";"Bei uns ist es so das die ärztlichen Leiter der einzelnen Landkreise im Bundesland sich geeinigt haben gemeinsam die Anweisungen umzusetzen zumindest die meisten, dadurch ist es für uns relativ leicht die Hessen Algorithmen anzuwenden";"";
"81202051";"05c755e";"07.03.2021 21:06";"07.03.2021 21:07";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81202069";"d0f4329";"07.03.2021 21:06";"07.03.2021 21:07";"teilgenommen, aber noch nicht beendet";"";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81202187";"16e022c";"07.03.2021 21:12";"07.03.2021 21:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81202256";"153dc63";"07.03.2021 21:15";"07.03.2021 21:32";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"70";"In Kommunikativ anspruchsvollen Situationen";"Kontraindikationen von Medikamenten, „ungutes Gefühl, Erkrankungen bei deren Medikamentöser Behandlung es zu Wechselwirkungen kommen könnte";"Wenn die SSS klar waren";"Gutes Training, „Einfache“ Algorithmwn mit wenigen Bedingungen";"";
"81203621";"875fc6c";"07.03.2021 22:15";"07.03.2021 22:15";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81203671";"206fbd7";"07.03.2021 22:17";"07.03.2021 22:18";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"";"";"";"";"";
"81204163";"a62e3d7";"07.03.2021 22:43";"07.03.2021 22:44";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Einige Medikamente sind nicht vorhanden., Manchmal passen die Algorithmen nicht genau.";"";"";"";"";
"81204298";"66ea06c";"07.03.2021 22:48";"07.03.2021 22:51";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81204406";"d43012a";"07.03.2021 22:56";"07.03.2021 22:57";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81204596";"1ef13b3";"07.03.2021 23:08";"07.03.2021 23:09";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81204776";"3f75411";"07.03.2021 23:19";"07.03.2021 23:20";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81205264";"592b686";"07.03.2021 23:52";"07.03.2021 23:57";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Keine";"Schlecht geschultes Personal. Kollegen, die ihren Handlungsspielraum falsch einschätzen";"Bradykardie, Tachykardie, Hypertensiber Notfall, Analgesie, Anaphylaxie, Bronchipspastik, Kardiales Lungenödem, Übelkeit Erbrechen, Psych. Ausnahmenzustand";"Gute Schulung, schrittweise Einführung, regelmäßige Evaluation";"Lösen vom Standesdenken, mehr Mut zur Freigabe von SAA im Rahmen der 2c Maßnahmen";
"81205878";"0c329c0";"08.03.2021 00:56";"08.03.2021 00:57";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81205914";"c877ab2";"08.03.2021 01:02";"08.03.2021 01:10";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"In Situationen, bei denen es mehr als ein leitsymptom gab, bzw bei Einsatz Situationen die nicht so häufig vorkommen";"Unübersichtliche Darstellung";"Bei Notfallsituationen die häufig vorkommen";"Gut ausgearbeitete Handouts oder Eine App in der man schnell nachlesen kann";"Es sollte einheitlicher dargestellt werden und nicht jeder „Lokalfürst“ seine eigenen SAA‘s durchsetzen können";
"81207267";"ff38412";"08.03.2021 06:58";"08.03.2021 07:08";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"30";"in 80% der Fälle";"Umsetzung suf Grund zu vieler Variablen im realen Einsatzgeschehen nicht 1:1 möglich";"20 % Der Fälle";"Feste Abläufe.";"Umsetzung der Möglichkeit von den Regeln abzuweichen ohne wieder in den rechtfertigenden Notstand abzuweichen. Also auch Krankheitsbilder die nicht alle vorgegeben Voraussetzungen erfüllen, aber eindeutig sind, behandeln zu können";
"81208162";"b8d3881";"08.03.2021 08:27";"08.03.2021 08:28";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
