"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht...";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland in dem ich Standart-Arbeitsanweisungen oder Muster-Algorithmen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine rettungsdienstliche Beschäftigung beträgt...";"5. Meine rettungsdienstliche Tätigkeit beträgt...";"6. Ich gehöre zu einer der folgenden Berufsgruppen:";"7. Inwieweit wurden bisher Ihre vorgegebenen Standard-Arbeitsanweisungen bzw. Muster-Algorithmen genau so (1:1) von Ihnen in realen Einsatzsituationen so umgesetzt, wie diese beschrieben sind?";"8. Bei welchen Einsatzsituationen konnten Ihre Standard-Arbeitsanweisungen bzw. Muster-Algorithmen nicht genau so (1:1) umgesetzt werden?";"9. Was denken Sie?  Welche Gründe verhinderten die 1:1 Umsetzung Ihrer Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen?";"10. Was denken Sie?  Welche Faktoren waren für die Umsetzung Ihrer Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen hilfreich?";
"60817381";"d6cc725";"16.09.2019 20:29";"16.09.2019 20:30";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60817483";"f312b70";"16.09.2019 20:31";"16.09.2019 20:36";"teilgenommen und beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"50";"kindernotfälle,erwachsene mit Lungenerkrankungen";"jeder Patient ist anders und man kann nicht stumpf einen Algorithmus abarbeiten...";"man sollte sich immer bewusst sein,dass wir mit Menschen arbeiten und deren Mitarbeit im Einsatz,vorallem als Patient, sehr wichtig ist!";
"60818953";"7193a02";"16.09.2019 21:05";"16.09.2019 21:07";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";".";".";"Gute ausgearbeitetes Kompendium";
"60819012";"f294677";"16.09.2019 21:06";"16.09.2019 21:14";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"60";"ROSC, Patient atmet gegen die Beatmung (-&gt; RA darf nicht mehr sedieren)., Anaphylaxie (es werden keine H1 und H2-Blocker mehr vorgehalten).";"Realitätsfremde Vorgaben am Wohl des Patienten vorbei. So sind z.B. erlernte und langjährig erprobte Maßnahmen für Rettungsassistenten nicht mehr freigegeben (bspw. CPAP/NIV).";"Maßgeblich für mein tatsächliches (und mitunter von den SOP abweichendes) Handeln sind meine langjährige Berufserfahrung (inklusive Intensivmedizin, Pädiatrie, Neonatologie), diverse Zusatzqualifikationen und aktuelle Veröffentlichungen der jeweiligen Fachgesellschaften. Ich setze alle erlernten Maßnahmen um, um die bestmögliche Patientenversorgung zu gewährleisten.";
"60820712";"b3e8cc8";"16.09.2019 21:50";"16.09.2019 21:51";"teilgenommen, aber noch nicht beendet";"ohne Angabe";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60821099";"334b74d";"16.09.2019 22:00";"16.09.2019 22:11";"teilgenommen und beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Wenn Patientenseitige Anpassungen sinnvoll waren so bsp. bei Hypertensiver Krise nach Standardanweisung erst ab 230 mmHg systolisch aufwärts möglich, auch bei Repititiondgaben Anslgesie laut Standard algo nur 1x möglich bei weiteren Bedarf auch weiter sinnvoll, weiter bei exacerbiertrr COPD wird im Standard Algo lediglich auf CPAP verwiesen in der Praxis wird dann nach S3 Leitlinie NIV mittels Pressure Supprt durchgeführt.... hier würde man sich schon mehr Leitlinientreue bei der Erstellung der SOP wünschen.";"Oben beschrieben manchmal nicht wirklich sinnhafte Grenzwerte oder nicht Leitlinienkonform erstellt.";"Ganz klar erstmal ein ÄLRD der gewillt ist diese Landesausbildungsalgos überhaupt freizugeben. Da gibts ja schon sehr heterogene Ansätze. , , Regelmäßige Anwendung = Hsndlungssicherheit";
"60822367";"48256a9";"16.09.2019 22:52";"16.09.2019 22:53";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"60822794";"911498c";"16.09.2019 23:19";"16.09.2019 23:26";"teilgenommen und beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"20";"Immer dann, wenn es sich nur um eine Erkrankung handelt.";"Unterschiedlich. Aber was am Behandlung im Algo für eine Erkrankung gut ist, kann in Wechselwirkung zur anderen stehen. Da helfen keine Algos mehr.";"K.A.";
"60823900";"1dfeb80";"17.09.2019 00:51";"17.09.2019 00:53";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60824118";"85bc025";"17.09.2019 01:19";"17.09.2019 01:21";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"ACS";"Zu viele dd";"Eindeutige Verdachtsdiagnose bzw symptomatische Therapie möglich";
"60826605";"48ca5fa";"17.09.2019 07:02";"17.09.2019 07:03";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";
"60826880";"d380dce";"17.09.2019 07:24";"17.09.2019 07:33";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"30";"Häufig passen nicht alle Fakten und führen dadurch zum abweichen bzw. Ausschluss bei Medikamenten";"Im Rahmen der Delgationverantwortung sehr eng gestrickt. Patienten bieten selten Leitsymptome einer Erkrankung sondern eher verschiedene die ineinander fließen.";"Kann ich bisher nicht festmachen an speziellen Faktoren. Die SAA/BPR orientieren sich an bisher gegebenen Abläufen u.a S3 Leitlinien, sodass eine große Umstellung nicht nötig war. Allein die Ergänzung der Maßnahmen bzw Medikation erfordert regelmäßig den Anwender um eine Patientensicherheit zu gewährleisten.";
"60835141";"c977a7e";"17.09.2019 12:51";"17.09.2019 12:54";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"80";"div.";"zu harte Grenzwerte";"Ermessensspielraum:   schwer gestörte Atmung  anstatt  AF- und Sp02-Grenzwert";
"60838967";"77f8a77";"17.09.2019 15:04";"17.09.2019 15:05";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60840944";"20946f4";"17.09.2019 16:07";"17.09.2019 16:08";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";
"60845733";"4c18cdb";"17.09.2019 18:46";"17.09.2019 18:47";"teilgenommen, aber noch nicht beendet";"divers";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60846270";"ee6ca78";"17.09.2019 19:10";"17.09.2019 19:13";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"In Zusammenarbeit mit Ärzten und Rettungsdienstpersonal der Feuerwehr";"Die o.g. Argumentieren man bräche diese nicht";"Keine";
"60847097";"320d817";"17.09.2019 19:48";"17.09.2019 19:49";"teilgenommen, aber noch nicht beendet";"";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";
"60847900";"666dc5b";"17.09.2019 20:21";"17.09.2019 20:22";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60848125";"48250df";"17.09.2019 20:28";"17.09.2019 20:29";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60850086";"738cafc";"17.09.2019 21:44";"17.09.2019 21:49";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Analgesie - Max Dosierung nicht hinreichend";"Ärztliche Leitung hat keinen Arsch in der Hose";"*";
"60851768";"efb2d4f";"17.09.2019 23:05";"17.09.2019 23:28";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"20";"Fehlende Informationen zur Anamnese (Kontraindikationen). Meist wenn kein Arztbrief oder andere Unterlagen vorlagen. Ungenaue Angaben durch Patienten. Fehlende Zeit zur Umsetzung (siehe unten). Ist halt Großstadtrettung.";"Einsatz von SOP (Berlin) kam bis Ende 2018 nur in Frage bei Alarmierung eines NEF. Diese sind meistens so Zeitnah verfügbar (Nach alarmiert oder auch Parallel alarmiert, mit Ausnahmen) das eine Arbeit mit allen Kriterien (inkl. Anamnese, Prüfung von Indikation/Kontraindikation etc.) bis zum Eintreffen meistens nicht möglich war. Sprich: beim  z.B. Aufziehen der Medikamente stand der NA schon in der Tür. Allerdings: Mit der Änderung der SOP zum Anfang des Jahres dürfen NFS jetzt selber entscheiden ob sie die Verantwortung auch ohne NEF tragen möchten. Aufgrund der rechtlichen Problematik ist es fraglich ob SOP-Maßnahmen Sinn machen wenn das nächst gelegene geeignete Krankenhaus 5-10 Minuten oder weniger Fahrtweg entfernt ist.";"Bundesweite Festlegungen zu SOPs. Schaffung einer rechtlich sicheren Situation zur Anwendung von SOPs bzw. heilkundlichen Maßnahmen. Speicherung von Patientendaten auf der KV-Karte (Anamnese, Allergien etc.)";
"60853666";"4bf7123";"18.09.2019 01:51";"18.09.2019 01:52";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"";"";"";"";
"60855225";"27f9945";"18.09.2019 05:01";"18.09.2019 05:02";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60855756";"9f995c0";"18.09.2019 06:31";"18.09.2019 06:36";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Acs, Hypertensive Notfälle, starke Schmerzen,";"SAA NRW sind unpraktikabel, Handlungsgrenzen und Kontraindikationen sind oft zu ausgedehnt, medizinische Fehler eingebaut";"Schulung";
"60855769";"fa52f78";"18.09.2019 06:34";"18.09.2019 06:38";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Nie";"Keine. Außer es kommen Notärzt im Einsatz dazu die nicht gewillt sind mach SOP mitzuarbeiten";"Schrittweise Einführung und gute Kommunikation unseres ÄLRd";
"60855920";"90ff791";"18.09.2019 06:48";"18.09.2019 06:53";"teilgenommen und beendet";"weiblich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"0";"...";"Weil es oft Einsatz nicht so durchführbar ist wie man es lernt. Dazu kommt noch eingefahrene Routine.";"Eigene Wille.";
"60856330";"6dfca4d";"18.09.2019 07:28";"18.09.2019 07:29";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"20";"";"";"";
"60856362";"f32c6bb";"18.09.2019 07:31";"18.09.2019 07:35";"teilgenommen und beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Reanimation mit NEF";"Mangende Kenntnis der Ärzte der SOP";"Stetige Schulungen";
"60856555";"fd17c99";"18.09.2019 07:46";"18.09.2019 07:47";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
