"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Hatten Sie bisher schon Kontakt mit dem Rettungsdienst?";"2. Wie alt sind Sie?";"3. In welcher beruflichen Situation befinden Sie sich?";"4. Auf welche Art und Weise hatten Sie Kontakt mit dem Rettungsdienst?";"5. In welcher Situation haben Sie den Rettungsdienst erlebt?";"6. Wie lange hat der Rettungsdienst aus Ihrer Erinnerung heraus vom Anruf/ Notruf bis zum Eintreffen gebraucht?";"7. Im folgenden Abschnitt können Sie die Fragen mit 'trifft voll zu' bis 'trifft gar nicht zu' beantworten. Die Fragen zielen dabei auf ihre persönliche Wahrnehmung des Einsatzgeschehens &amp; -personals ab.";"Ich habe mich beim Personal sehr gut aufgehoben gefühlt.";"Das Anliegen wurde vom Personal ernst genommen.";"Das Personal war stets freundlich und höflich.";"Das Personal war geduldig.";"Das Personal machte einen fachlich-kompetenten Eindruck auf mich.";"Ich wurde durch den Rettungsdienst gut beraten.";"Man konnte die Krankenhauswahl beeinflussen.";"Das Erscheinungsbild des Rettungsdienstes war gepflegt.";"Mein Gesamteindruck vom Rettungsdienstpersonal war sehr gut.";
"48961236";"24402d8";"06.09.2018 19:37";"06.09.2018 19:44";"teilgenommen und beendet";"ja";"55-70";"Seelsorger Diakon";"Praktikum Rettungsdienstseelsorger";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48961239";"75dc9f1";"06.09.2018 19:37";"06.09.2018 19:39";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Hilfeleistung";"5-10 Min.";"";"1";"1";"2";"1";"1";"1";"3";"3";"1";
"48961335";"266d463";"06.09.2018 19:43";"06.09.2018 19:45";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"3";"5";"2";"1";
"48961384";"b93b8c6";"06.09.2018 19:44";"06.09.2018 19:47";"teilgenommen, aber noch nicht beendet";"nein";"55-70";"selbstständig";"";"";"";"";"";"";"";"";"";"";"";"";"";
"48961571";"5e3084f";"06.09.2018 19:53";"06.09.2018 19:57";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer, Ersthelfer und als FF-Angehöriger";"Notfalleinsatz, KT und San.-Dienst";"5-10 Min.";"";"1";"2";"1";"3";"2";"2";"3";"2";"1";
"48961624";"c260ada";"06.09.2018 19:55";"06.09.2018 19:59";"teilgenommen und beendet";"ja";"55-70";"Akademiker";"Patient";"Krankentransport";"5-10 Min.";"";"3";"4";"2";"2";"4";"4";"1";"2";"3";
"48961912";"f2c2dcc";"06.09.2018 20:08";"06.09.2018 20:10";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Als 3 Mann auf dem RTW und als Patient";"Alles";"5-10 Min.";"";"1";"2";"3";"2";"2";"2";"3";"1";"1";
"48962014";"8431a97";"06.09.2018 20:11";"06.09.2018 20:16";"teilgenommen und beendet";"ja";"30-55";"selbstständig";"Anrufer";"Notfalleinsatz";"&gt,15 Min.";"";"1";"1";"1";"1";"1";"2";"5";"1";"2";
"48962046";"98b8f1b";"06.09.2018 20:13";"06.09.2018 20:15";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"5";"1";"1";
"48962176";"db23a93";"06.09.2018 20:19";"06.09.2018 20:21";"teilgenommen und beendet";"ja";"30-55";"selbstständig";"Anrufer";"Krankentransport";"5-10 Min.";"";"1";"3";"1";"2";"2";"2";"2";"1";"2";
"48962240";"365c382";"06.09.2018 20:22";"06.09.2018 20:25";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Selber Rettungshelfer";"Sanitätsdienst/ Veranstaltung";"5-10 Min.";"";"2";"2";"3";"2";"2";"2";"2";"2";"2";
"48962300";"ca8c5a3";"06.09.2018 20:25";"06.09.2018 20:27";"teilgenommen und beendet";"nein";"18-30";"Schüler/ Student";"bisher nicht wirklich Kontakt gehabt";"Krankentransport";"5-10 Min.";"";"1";"1";"1";"2";"1";"2";"4";"1";"1";
"48962447";"f9d2097";"06.09.2018 20:32";"06.09.2018 20:34";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"3";"2";"1";"2";"3";"2";"2";
"48962602";"3bd00fa";"06.09.2018 20:38";"06.09.2018 20:42";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Auszubildende";"Patient";"Notfalleinsatz";"";"";"";"";"";"";"";"";"";"";"";
"48962724";"74be4da";"06.09.2018 20:42";"06.09.2018 20:46";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Hilfeleistung";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"5";"1";"1";
"48962799";"f23864d";"06.09.2018 20:46";"06.09.2018 20:47";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"&gt,15 Min.";"";"1";"1";"1";"1";"1";"3";"5";"1";"2";
"48962913";"149a151";"06.09.2018 20:51";"06.09.2018 20:53";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"3";"3";"3";"3";"4";"4";"3";
"48962915";"fa1d5dd";"06.09.2018 20:51";"06.09.2018 20:52";"teilgenommen und beendet";"ja";"30-55";"Beamter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"2";"2";"2";"2";"1";"3";"2";
"48962925";"ade43d2";"06.09.2018 20:50";"06.09.2018 20:58";"teilgenommen und beendet";"nein";"18-30";"Schüler/ Student";"Zeuge";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"2";"1";"2";"2";"1";"3";"5";"2";"2";
"48963002";"79e2e3b";"06.09.2018 20:53";"06.09.2018 20:57";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Krankentransport";"5-10 Min.";"";"2";"2";"2";"2";"2";"3";"2";"2";"2";
"48963192";"944c6cb";"06.09.2018 21:02";"06.09.2018 21:04";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Zeuge";"Notfalleinsatz";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"48963203";"eb8347f";"06.09.2018 21:02";"06.09.2018 21:04";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"1";"1";"2";"2";"5";"2";"2";
"48963228";"a96608c";"06.09.2018 21:04";"06.09.2018 21:07";"teilgenommen und beendet";"nein";"18-30";"Angestellter";"Zeuge";"Krankentransport";"5-10 Min.";"";"2";"1";"2";"2";"2";"2";"4";"2";"2";
"48963328";"7af42a7";"06.09.2018 21:08";"06.09.2018 21:10";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Feuerwehrmann";"Notfalleinsatz";"0-5 Min.";"";"2";"1";"3";"3";"2";"3";"3";"2";"2";
"48963343";"1666c15";"06.09.2018 21:09";"06.09.2018 21:10";"teilgenommen und beendet";"ja";"18-30";"selbstständig";"Patient";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"3";"2";"2";"2";"2";"2";"2";
"48963352";"c204cf6";"06.09.2018 21:09";"06.09.2018 21:12";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"1";"1";"2";"5";"1";"2";
"48963420";"c62f887";"06.09.2018 21:12";"06.09.2018 21:16";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"1";"5";"2";"2";
"48963422";"01a7f98";"06.09.2018 21:11";"06.09.2018 21:18";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Rettungsdienstler";"Allesamt";"5-10 Min.";"";"3";"3";"3";"3";"3";"3";"3";"3";"3";
"48963433";"8accd49";"06.09.2018 21:13";"06.09.2018 21:14";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Sanitätsdienst/ Veranstaltung";"5-10 Min.";"";"2";"1";"1";"1";"1";"1";"1";"1";"1";
"48963609";"1b37483";"06.09.2018 21:21";"06.09.2018 21:22";"teilgenommen und beendet";"nein";"30-55";"Angestellter";"Angehöriger";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"2";"2";"1";
"48963669";"18135f0";"06.09.2018 21:23";"06.09.2018 21:24";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Medizinstudent";"Krankentransport";"";"";"";"";"";"";"";"";"";"";"";
"48963738";"29e46c4";"06.09.2018 21:26";"06.09.2018 21:29";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Angehöriger";"Krankentransport";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"2";"2";
"48963807";"a22bcd9";"06.09.2018 21:28";"06.09.2018 21:30";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Angestellter";"Noch nie";"Notfalleinsatz";"";"";"";"";"";"";"";"";"";"";"";
"48963844";"95377da";"06.09.2018 21:30";"06.09.2018 21:32";"teilgenommen und beendet";"ja";"30-55";"selbstständig";"Patient";"Krankentransport";"10-15 Min.";"";"1";"2";"1";"2";"2";"2";"3";"1";"2";
"48963869";"ea23a39";"06.09.2018 21:31";"06.09.2018 21:33";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"3";"4";"2";"2";
"48963956";"1de0d0a";"06.09.2018 21:34";"06.09.2018 21:41";"teilgenommen und beendet";"nein";"&gt,70";"Rentner";"Angehöriger";"Hilfeleistung";"5-10 Min.";"";"5";"5";"5";"5";"5";"5";"5";"2";"2";
"48964056";"3d793b3";"06.09.2018 21:39";"06.09.2018 21:41";"teilgenommen und beendet";"ja";"18-30";"Akademiker";"Patient";"Notfalleinsatz";"5-10 Min.";"";"3";"3";"3";"3";"2";"3";"5";"1";"3";
"48964081";"d296488";"06.09.2018 21:40";"06.09.2018 21:42";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"2";"1";"1";"1";"1";"1";
"48964392";"5aa1a6d";"06.09.2018 21:53";"06.09.2018 21:56";"teilgenommen, aber noch nicht beendet";"nein";"55-70";"selbstständig";"kein Kontakt";"Keinen Kontakt";"";"";"";"";"";"";"";"";"";"";"";
"48964564";"f217077";"06.09.2018 22:01";"06.09.2018 22:04";"teilgenommen und beendet";"ja";"18-30";"Auszubildender";"Übergabe als Sanitäter";"Krankentransport";"10-15 Min.";"";"2";"2";"1";"2";"1";"3";"3";"1";"1";
"48964724";"473396c";"06.09.2018 22:07";"06.09.2018 22:10";"teilgenommen und beendet";"ja";"30-55";"Beamter";"Bin selbst Notfallsanitäter";"In sämtlichen";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"3";"1";"1";
"48964730";"6128db9";"06.09.2018 22:08";"06.09.2018 22:09";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Beruflich";"Notfalleinsatz";"5-10 Min.";"";"3";"3";"3";"3";"4";"3";"4";"3";"3";
"48964824";"392135a";"06.09.2018 22:12";"06.09.2018 22:14";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient und Anrufer";"Notfalleinsatz und Sanitätsdienst";"10-15 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"1";
"48964963";"f253f64";"06.09.2018 22:18";"06.09.2018 22:19";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"2";"2";"3";"5";"2";"2";
"48964982";"37a7c3a";"06.09.2018 22:18";"06.09.2018 22:20";"teilgenommen und beendet";"ja";"18-30";"selbstständig";"Patient";"Notfalleinsatz";"&gt,15 Min.";"";"3";"3";"4";"3";"4";"3";"5";"5";"4";
"48964992";"02aa3a0";"06.09.2018 22:19";"06.09.2018 22:20";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"";"Krankentransport";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48965015";"1997d06";"06.09.2018 22:20";"06.09.2018 22:21";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"10-15 Min.";"";"3";"3";"4";"4";"4";"4";"3";"4";"4";
"48965022";"35e2ba6";"06.09.2018 22:20";"06.09.2018 22:23";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"1";"1";"1";"1";"2";"1";
"48965031";"5c25ba1";"06.09.2018 22:20";"06.09.2018 22:22";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"3";"2";"4";"3";"3";"2";"4";"3";"3";
"48965073";"412c8fe";"06.09.2018 22:23";"06.09.2018 22:24";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"3";"2";"3";"2";"1";"2";"2";"1";"1";
"48965167";"0d7fc99";"06.09.2018 22:27";"06.09.2018 22:29";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Ehrenamt";"Alle genannten Punkte";"5-10 Min.";"";"3";"3";"3";"3";"3";"3";"3";"3";"3";
"48965226";"c8c5eab";"06.09.2018 22:29";"06.09.2018 22:31";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"3";"2";"3";"3";"5";"3";"3";
"48965238";"dcbd510";"06.09.2018 22:30";"06.09.2018 22:31";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48965259";"b86a7d9";"06.09.2018 22:31";"06.09.2018 22:33";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"1";"1";"2";"1";"3";"1";"1";
"48965283";"705a6ed";"06.09.2018 22:32";"06.09.2018 22:34";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Angehöriger";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"5";"1";"1";
"48965293";"c74042b";"06.09.2018 22:33";"06.09.2018 22:34";"teilgenommen und beendet";"ja";"18-30";"Notfallsanitäter Azubi";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"1";
"48965341";"2774b38";"06.09.2018 22:35";"06.09.2018 22:36";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"3";"2";"3";"3";"1";"1";
"48965344";"efaa87e";"06.09.2018 22:35";"06.09.2018 22:38";"teilgenommen und beendet";"ja";"30-55";"Handwerker";"Freiwillig Feuerwehr";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"2";"3";"1";"2";"3";"2";"2";
"48965351";"5e026c1";"06.09.2018 22:35";"06.09.2018 22:37";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"3";"3";"2";"4";"3";"3";"5";"2";"3";
"48965443";"7adad69";"06.09.2018 22:40";"06.09.2018 22:40";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48965476";"b35f4c4";"06.09.2018 22:42";"06.09.2018 22:43";"teilgenommen und beendet";"ja";"30-55";"selbstständig";"Patient";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"3";"3";"2";"3";"5";"2";"3";
"48965488";"f45581f";"06.09.2018 22:43";"06.09.2018 22:44";"teilgenommen und beendet";"ja";"30-55";"selbstständig";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"4";"3";"4";"4";"4";"5";"5";"4";
"48965510";"770b25f";"06.09.2018 22:44";"06.09.2018 22:45";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Handwerker";"FF";"Hilfeleistung";"";"";"";"";"";"";"";"";"";"";"";
"48965566";"0beb415";"06.09.2018 22:47";"06.09.2018 22:49";"teilgenommen und beendet";"ja";"18-30";"Azubi";"Feuerwehr";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"2";"3";"2";"1";"2";"1";"2";
"48965621";"bff4d8b";"06.09.2018 22:50";"06.09.2018 22:53";"teilgenommen und beendet";"ja";"18-30";"Beamter";"Sandienste (Sanitäter beim Roten Kreuz)";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48965668";"929e88e";"06.09.2018 22:53";"06.09.2018 22:56";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient und Zeuge";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"3";"5";"1";"2";
"48965724";"93f944b";"06.09.2018 22:56";"06.09.2018 22:58";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"3";"2";"3";"3";"4";"3";"5";"3";"3";
"48965797";"02d6917";"06.09.2018 23:00";"06.09.2018 23:02";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"2";"1";"1";"1";"2";"1";"1";"2";"2";
"48965808";"3ecedf1";"06.09.2018 23:01";"06.09.2018 23:02";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"1";"1";"1";"3";"1";"1";"5";"1";"1";
"48965820";"7a1f0d7";"06.09.2018 23:01";"06.09.2018 23:03";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Krankentransport";"&gt,15 Min.";"";"3";"3";"2";"2";"2";"2";"3";"3";"2";
"48965867";"5dc68ae";"06.09.2018 23:04";"06.09.2018 23:07";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"5";"2";"2";
"48965875";"a635247";"06.09.2018 23:05";"06.09.2018 23:07";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"3";"3";"3";"2";"2";"3";"4";"2";"2";
"48965912";"9b0d92a";"06.09.2018 23:07";"06.09.2018 23:09";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48965939";"39fde5d";"06.09.2018 23:09";"06.09.2018 23:10";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Alles von oben genannten";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48966015";"ad4cbfc";"06.09.2018 23:14";"06.09.2018 23:15";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Alle oben genannten";"5-10 Min.";"";"3";"3";"2";"2";"3";"2";"2";"1";"2";
"48966020";"50cd30f";"06.09.2018 23:14";"06.09.2018 23:15";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Mitarbeiter";"Arbeit";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"48966053";"c51b070";"06.09.2018 23:16";"06.09.2018 23:18";"teilgenommen und beendet";"ja";"18-30";"Akademiker";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"4";"4";"4";"3";"5";"5";"5";"3";"5";
"48966098";"db39c35";"06.09.2018 23:20";"06.09.2018 23:22";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Krankentransport";"5-10 Min.";"";"3";"3";"3";"2";"2";"3";"5";"2";"3";
"48966129";"4e3986b";"06.09.2018 23:23";"06.09.2018 23:24";"teilgenommen und beendet";"ja";"18-30";"FSJ";"Patient";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"1";"1";"1";"1";"1";"1";"1";
"48966173";"a458039";"06.09.2018 23:25";"06.09.2018 23:26";"teilgenommen, aber noch nicht beendet";"";"";"";"";"Notfalleinsatz";"";"";"";"";"";"";"";"";"";"";"";
"48966176";"1b6c2aa";"06.09.2018 23:26";"06.09.2018 23:29";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Selber im RD tätig";"Jedes oben genanntes Beispiel 😊";"5-10 Min.";"";"1";"3";"2";"1";"2";"1";"3";"1";"1";
"48966188";"f8b0b35";"06.09.2018 23:27";"06.09.2018 23:29";"teilgenommen und beendet";"ja";"30-55";"Rentner";"Patient";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"2";"2";"2";"2";"1";"1";"1";
"48966200";"f49dc55";"06.09.2018 23:28";"06.09.2018 23:28";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Schüler/ Student";"Bekannte";"";"";"";"";"";"";"";"";"";"";"";"";
"48966243";"9c222d4";"06.09.2018 23:31";"06.09.2018 23:34";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Mitarbeiter";"Arbeit";"5-10 Min.";"";"2";"2";"1";"3";"2";"2";"3";"2";"2";
"48966322";"34e094f";"06.09.2018 23:39";"06.09.2018 23:40";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Mitarbeiter";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"2";"3";"2";"2";"5";"1";"1";
"48966355";"805bc8a";"06.09.2018 23:41";"06.09.2018 23:43";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Schüler/ Student";"";"";"";"";"";"";"";"";"";"";"";"";"";
"48966412";"2efc629";"06.09.2018 23:46";"06.09.2018 23:47";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48966476";"f2003ac";"06.09.2018 23:50";"06.09.2018 23:53";"teilgenommen und beendet";"nein";"30-55";"Angestellter";"Keine";"Keine";"10-15 Min.";"";"2";"1";"1";"1";"1";"1";"3";"1";"1";
"48966521";"434542a";"06.09.2018 23:53";"06.09.2018 23:54";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"3";"1";"2";"2";"2";"2";"2";"4";"2";
"48966589";"5bc4cfc";"06.09.2018 23:58";"06.09.2018 23:59";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Alle Arten.";"Ebenfalls alle Arten.";"5-10 Min.";"";"2";"1";"1";"2";"2";"2";"3";"3";"1";
"48966594";"93c5177";"06.09.2018 23:58";"07.09.2018 00:00";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Krankentransport";"5-10 Min.";"";"2";"2";"1";"1";"1";"2";"5";"1";"1";
"48966647";"5b4a5aa";"07.09.2018 00:03";"07.09.2018 00:06";"teilgenommen und beendet";"ja";"18-30";"Beamter";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"3";"1";"1";
"48966765";"0c9fc45";"07.09.2018 00:13";"07.09.2018 00:14";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"48966901";"14a4ff2";"07.09.2018 00:23";"07.09.2018 00:26";"teilgenommen und beendet";"nein";"30-55";"Akademiker";"Zeuge";"Schlechter Fragebogen, nicht logisch aufgebaut, nicht MECE";"";"";"4";"5";"5";"3";"4";"2";"5";"2";"4";
"48966954";"db044dc";"07.09.2018 00:28";"07.09.2018 00:30";"teilgenommen und beendet";"ja";"18-30";"Bufdi";"Patient &amp; bin selber beim RD";"Alles";"5-10 Min.";"";"2";"3";"2";"3";"1";"3";"4";"2";"2";
"48966976";"1b5d103";"07.09.2018 00:30";"07.09.2018 00:32";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"2";"3";"3";"3";"2";"2";"3";"3";"3";
"48967147";"414d235";"07.09.2018 00:45";"07.09.2018 00:48";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"1";"3";"2";"2";"3";"2";
"48967169";"6b87d2d";"07.09.2018 00:49";"07.09.2018 00:50";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48967205";"0b2ccad";"07.09.2018 00:52";"07.09.2018 00:55";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Mitarbeiter";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"2";"1";"2";"1";"1";"1";"2";"1";"1";
"48967211";"19c91f3";"07.09.2018 00:53";"07.09.2018 00:55";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48967249";"7cd0785";"07.09.2018 00:57";"07.09.2018 00:59";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"10-15 Min.";"";"3";"2";"2";"2";"2";"4";"3";"2";"2";
"48967276";"ff88492";"07.09.2018 01:00";"07.09.2018 01:04";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Bin Selber Rettungshelfer";"Fast in allen Situationen";"5-10 Min.";"";"1";"1";"2";"2";"2";"2";"3";"2";"2";
"48967314";"a9e196d";"07.09.2018 01:04";"07.09.2018 01:06";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Alles alles eigentlich außer Patient";"Notfalleinsatz";"5-10 Min.";"";"3";"2";"3";"4";"3";"2";"5";"1";"2";
"48967332";"ab8327d";"07.09.2018 01:06";"07.09.2018 01:07";"teilgenommen und beendet";"ja";"30-55";"Schüler/ Student";"Ersthelfer";"Notfalleinsatz";"5-10 Min.";"";"5";"5";"4";"4";"4";"4";"3";"3";"5";
"48967503";"694e1a1";"07.09.2018 01:27";"07.09.2018 01:29";"teilgenommen und beendet";"ja";"30-55";"Feuerwehrmann";"Besatzung";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"3";"3";"3";"2";"3";"1";"2";
"48967506";"cbd4bc8";"07.09.2018 01:28";"07.09.2018 01:29";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"";"";"1";"3";"5";"4";"5";"4";"3";"1";"2";
"48968087";"11d1d7b";"07.09.2018 02:35";"07.09.2018 02:37";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Zeuge und Anrufer";"Notfalleinsatz, Krankentransport, Sanidienst.";"0-5 Min.";"";"2";"2";"1";"1";"2";"2";"3";"2";"2";
"48968213";"15a9b50";"07.09.2018 02:48";"07.09.2018 02:50";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"3";"3";"2";"2";"5";"2";"2";
"48968252";"095491e";"07.09.2018 02:52";"07.09.2018 02:54";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Beruflich";"Notfalleinsatz";"";"";"";"";"";"";"";"";"";"";"";
